data # struct_part # percentage
dragon # L6 # 0.002691272587466359
gits # L4 # 6.791171477079796e-05
vek # L3 # 7.681671531725304e-05
mommy # L5 # 0.0005353319057815846
je # L2 # 0.003440795871044955
jeffle # L6 # 0.00012815583749839805
jefflee # L7 # 0.00025258903763576663
work # L4 # 0.0014261460101867571
liesl # L5 # 6.691648822269808e-05
myst # L4 # 0.00020373514431239388
rmts # L4 # 6.791171477079796e-05
dallas # L6 # 0.0007689350249903883
samleo # L6 # 0.00012815583749839805
mattie # L6 # 0.0002563116749967961
bland # L5 # 0.00013383297644539615
mdog # L4 # 6.791171477079796e-05
kyzi # L4 # 6.791171477079796e-05
kyzizski # L8 # 0.0004127115146512588
velecia # L7 # 0.00025258903763576663
james # L5 # 0.0023420770877944324
gman # L4 # 0.00027164685908319185
duffy # L5 # 0.00013383297644539615
stonec # L6 # 0.00012815583749839805
roxy # L4 # 0.0005432937181663837
pas # L3 # 0.008910738976801351
pass # L4 # 0.008081494057724958
svk # L3 # 7.681671531725304e-05
omh # L3 # 7.681671531725304e-05
tx # L2 # 0.0014211982945620464
ieper # L5 # 6.691648822269808e-05
wg # L2 # 0.0003739995512005386
wgkg # L4 # 6.791171477079796e-05
reefer # L6 # 0.00012815583749839805
mx # L2 # 0.0008227990126411848
bal # L3 # 0.0006913504378552773
soma # L4 # 0.00020373514431239388
purple # L6 # 0.0020504933999743688
jle # L3 # 0.00015363343063450608
jlee # L4 # 0.00013582342954159593
moon # L4 # 0.0008149405772495755
patsy # L5 # 6.691648822269808e-05
cgm # L3 # 0.00015363343063450608
fgm # L3 # 7.681671531725304e-05
ru # L2 # 0.0005983992819208617
princes # L7 # 0.0030310684516291994
princess # L8 # 0.004952538175815105
sammy # L5 # 0.0014052462526766595
ast # L3 # 0.00030726686126901216
anthony # L7 # 0.007325082091437232
fred # L4 # 0.0015619694397283532
tr # L2 # 0.002842396589124093
rkc # L3 # 7.681671531725304e-05
atty # L4 # 0.00013582342954159593
juli # L4 # 0.00047538200339558573
lnt # L3 # 7.681671531725304e-05
ilovenam # L8 # 0.0004127115146512588
audra # L5 # 0.00020074946466809422
jv # L2 # 0.00044879946144064627
mjs # L3 # 0.0006145337225380243
mjsvas # L6 # 0.00012815583749839805
tw # L2 # 0.0011219986536016157
jean # L4 # 0.0007470288624787776
shark # L5 # 0.00013383297644539615
farm # L4 # 0.00013582342954159593
kathy # L5 # 0.0006691648822269807
ever # L4 # 0.0012903225806451613
rs # L2 # 0.00261799685840377
nt # L2 # 0.0013463983843219388
arold # L5 # 6.691648822269808e-05
bp # L2 # 0.0017203979355224774
dollars # L7 # 0.00025258903763576663
kris # L4 # 0.0012224108658743633
arney # L5 # 0.00013383297644539615
us # L2 # 0.002318797217443339
sic # L3 # 0.00030726686126901216
tc # L2 # 0.0022439973072032313
nmsh # L4 # 6.791171477079796e-05
wonka # L5 # 6.691648822269808e-05
zeppelin # L8 # 0.0004127115146512588
handsome # L8 # 0.0012381345439537762
tuscany # L7 # 0.00025258903763576663
eno # L3 # 7.681671531725304e-05
tunna # L5 # 6.691648822269808e-05
tcb # L3 # 7.681671531725304e-05
sf # L2 # 0.0014211982945620464
jw # L2 # 0.002917196499364201
evon # L4 # 6.791171477079796e-05
botch # L5 # 6.691648822269808e-05
tu # L2 # 0.00044879946144064627
law # L3 # 0.00015363343063450608
spqr # L4 # 6.791171477079796e-05
password # L8 # 0.021048287247214196
gy # L2 # 0.0005983992819208617
gypsy # L5 # 0.0002676659528907923
gw # L2 # 0.001047198743361508
gwtw # L4 # 0.00020373514431239388
ermuda # L6 # 0.00012815583749839805
suny # L4 # 6.791171477079796e-05
robdani # L7 # 0.0005051780752715333
jeenu # L5 # 6.691648822269808e-05
wna # L3 # 7.681671531725304e-05
lee # L3 # 0.002150868028883085
senior # L6 # 0.0007689350249903883
ov # L2 # 0.000523599371680754
prg # L3 # 0.00015363343063450608
mcm # L3 # 0.00030726686126901216
cj # L2 # 0.003141596230084524
john # L4 # 0.005161290322580645
re # L2 # 0.006357992370409155
rere # L4 # 0.00020373514431239388
sneha # L5 # 0.00013383297644539615
audi # L4 # 0.00033955857385398983
wr # L2 # 0.0029919964096043086
writer # L6 # 0.004485454312443932
dep # L3 # 0.0002304501459517591
book # L4 # 0.0010865874363327674
bf # L2 # 0.0011219986536016157
canter # L6 # 0.00012815583749839805
ego # L3 # 0.00015363343063450608
egoo # L4 # 6.791171477079796e-05
gkhl # L4 # 6.791171477079796e-05
vish # L4 # 0.00033955857385398983
sydsi # L5 # 6.691648822269808e-05
jai # L3 # 0.00030726686126901216
ooley # L5 # 6.691648822269808e-05
seren # L5 # 6.691648822269808e-05
monkey # L6 # 0.004229142637447136
salms # L5 # 6.691648822269808e-05
alpha # L5 # 0.0007360813704496788
cmr # L3 # 0.0004609002919035182
blades # L6 # 0.00012815583749839805
kas # L3 # 0.0007681671531725304
machv # L5 # 6.691648822269808e-05
az # L2 # 0.0030667963198444162
rsp # L3 # 7.681671531725304e-05
eek # L3 # 7.681671531725304e-05
ove # L3 # 0.0008449838684897833
overabe # L7 # 0.00025258903763576663
ke # L2 # 0.0017203979355224774
kepwave # L7 # 0.00025258903763576663
mo # L2 # 0.00590919290896851
moto # L4 # 0.00027164685908319185
zadex # L5 # 0.00013383297644539615
nan # L3 # 0.0005377170072207712
ascen # L5 # 6.691648822269808e-05
ascension # L9 # 0.0029239766081871343
juicy # L5 # 0.00013383297644539615
dowd # L4 # 0.00013582342954159593
mcr # L3 # 0.00015363343063450608
gvfz # L4 # 0.00013582342954159593
doodlebug # L9 # 0.0029239766081871343
gfe # L3 # 7.681671531725304e-05
acdan # L5 # 6.691648822269808e-05
acdancon # L8 # 0.0004127115146512588
abd # L3 # 0.0003840835765862652
ce # L2 # 0.002094397486723016
cee # L3 # 7.681671531725304e-05
msw # L3 # 0.0003840835765862652
dmc # L3 # 0.0009218005838070364
nicholeandy # L11 # 0.0136986301369863
scux # L4 # 6.791171477079796e-05
sjohns # L6 # 0.00012815583749839805
swtr # L4 # 6.791171477079796e-05
sm # L2 # 0.003889595332485601
brl # L3 # 0.00015363343063450608
lax # L3 # 0.00015363343063450608
na # L2 # 0.006058792729448725
naila # L5 # 6.691648822269808e-05
neira # L5 # 6.691648822269808e-05
uh # L2 # 0.00044879946144064627
uhuh # L4 # 6.791171477079796e-05
cont # L4 # 0.003395585738539898
content # L7 # 0.01187168476888103
ban # L3 # 0.0002304501459517591
ilovemy # L7 # 0.0007577671129072998
ilovemyfamily # L13 # 0.09090909090909091
tally # L5 # 6.691648822269808e-05
ohf # L3 # 7.681671531725304e-05
rob # L3 # 0.0017667844522968198
lap # L3 # 0.0002304501459517591
feliz # L5 # 0.00013383297644539615
bm # L2 # 0.0025431969481636623
morli # L5 # 6.691648822269808e-05
sabre # L5 # 6.691648822269808e-05
pck # L3 # 0.00015363343063450608
dbz # L3 # 0.0002304501459517591
nfe # L3 # 7.681671531725304e-05
mg # L2 # 0.002318797217443339
sq # L2 # 0.00022439973072032313
fs # L2 # 0.0005983992819208617
qbert # L5 # 0.00013383297644539615
shockney # L8 # 0.0004127115146512588
marcus # L6 # 0.0008970908624887864
jmsc # L4 # 6.791171477079796e-05
ng # L2 # 0.0012715984740818312
lkj # L3 # 0.00015363343063450608
raja # L4 # 0.0005432937181663837
y # L1 # 0.01193792280143255
atd # L3 # 0.0002304501459517591
yedlur # L6 # 0.00012815583749839805
emma # L4 # 0.002308998302207131
babies # L6 # 0.0008970908624887864
id # L2 # 0.0013463983843219388
funday # L6 # 0.00012815583749839805
aasm # L4 # 6.791171477079796e-05
blh # L3 # 0.0002304501459517591
fear # L4 # 6.791171477079796e-05
myrhonda # L8 # 0.0004127115146512588
bran # L4 # 0.0006791171477079797
poohbear # L8 # 0.0016508460586050352
gmj # L3 # 7.681671531725304e-05
ao # L2 # 0.0009723988331214003
gri # L3 # 0.00015363343063450608
spt # L3 # 0.00015363343063450608
goodlife # L8 # 0.0004127115146512588
cpk # L3 # 7.681671531725304e-05
grope # L5 # 6.691648822269808e-05
pam # L3 # 0.0009986172991242894
duckstab # L8 # 0.0004127115146512588
jenn # L4 # 0.0012224108658743633
pwey # L4 # 6.791171477079796e-05
jfk # L3 # 0.00015363343063450608
car # L3 # 0.0016131510216623138
oct # L3 # 0.0040712859118144104
zo # L2 # 0.0009723988331214003
zoro # L4 # 6.791171477079796e-05
arge # L4 # 0.00013582342954159593
argentine # L9 # 0.0029239766081871343
dancy # L5 # 6.691648822269808e-05
wilco # L5 # 0.00020074946466809422
psal # L4 # 6.791171477079796e-05
odkajus # L7 # 0.00025258903763576663
rdb # L3 # 0.00015363343063450608
pa # L2 # 0.006058792729448725
pauoa # L5 # 6.691648822269808e-05
vjm # L3 # 7.681671531725304e-05
bag # L3 # 0.00015363343063450608
raiden # L6 # 0.00012815583749839805
nimbus # L6 # 0.0002563116749967961
jj # L2 # 0.0061335926396888325
darcel # L6 # 0.00012815583749839805
josi # L4 # 0.00027164685908319185
aught # L5 # 6.691648822269808e-05
aughtbot # L8 # 0.0004127115146512588
arias # L5 # 6.691648822269808e-05
word # L4 # 0.00033955857385398983
berlin # L6 # 0.0002563116749967961
kylie # L5 # 0.00020074946466809422
du # L2 # 0.0008227990126411848
trap # L4 # 6.791171477079796e-05
pookie # L6 # 0.0005126233499935922
bbro # L4 # 6.791171477079796e-05
shart # L5 # 6.691648822269808e-05
marko # L5 # 0.0002676659528907923
wl # L2 # 0.0021691973969631237
mets # L4 # 0.0006112054329371816
poogie # L6 # 0.0002563116749967961
velt # L4 # 0.00013582342954159593
fa # L2 # 0.0020195975764829084
fava # L4 # 6.791171477079796e-05
my # L2 # 0.00456279452464657
cm # L2 # 0.004338394793926247
cmm # L3 # 0.0006145337225380243
suma # L4 # 0.00020373514431239388
sumana # L6 # 0.00012815583749839805
sourav # L6 # 0.00012815583749839805
rv # L2 # 0.0007479991024010772
anweshak # L8 # 0.0004127115146512588
kuka # L4 # 6.791171477079796e-05
jmpm # L4 # 6.791171477079796e-05
kr # L2 # 0.0014211982945620464
sofiaat # L7 # 0.00025258903763576663
atdi # L4 # 6.791171477079796e-05
amginkees # L9 # 0.0029239766081871343
oo # L2 # 0.0025431969481636623
ayrial # L6 # 0.00012815583749839805
kare # L4 # 0.00013582342954159593
jt # L2 # 0.0024683970379235547
tyve # L4 # 6.791171477079796e-05
gemi # L4 # 0.00033955857385398983
gemini # L6 # 0.0006407791874919902
jet # L3 # 0.0004609002919035182
ew # L2 # 0.0020195975764829084
pjcollins # L9 # 0.0029239766081871343
nomas # L5 # 6.691648822269808e-05
ince # L4 # 0.00020373514431239388
at # L2 # 0.0029919964096043086
suzanne # L7 # 0.00025258903763576663
tigger # L6 # 0.0019223375624759708
kon # L3 # 7.681671531725304e-05
konin # L5 # 6.691648822269808e-05
sunset # L6 # 0.00038446751249519417
tpioneer # L8 # 0.0004127115146512588
che # L3 # 0.0016131510216623138
chee # L4 # 0.00040747028862478775
cheese # L6 # 0.0007689350249903883
marvin # L6 # 0.00012815583749839805
juliebug # L8 # 0.0004127115146512588
stcyr # L5 # 6.691648822269808e-05
py # L2 # 0.0003739995512005386
nia # L3 # 0.00015363343063450608
jmf # L3 # 0.0002304501459517591
sami # L4 # 0.0006112054329371816
dm # L2 # 0.0027675966788839853
ak # L2 # 0.0030667963198444162
biz # L3 # 0.0006913504378552773
bhooto # L6 # 0.00012815583749839805
jeg # L3 # 0.00015363343063450608
uck # L3 # 0.0002304501459517591
sj # L2 # 0.0017203979355224774
octa # L4 # 6.791171477079796e-05
lmr # L3 # 0.00015363343063450608
anna # L4 # 0.0014261460101867571
lc # L2 # 0.002318797217443339
kid # L3 # 0.00030726686126901216
ripper # L6 # 0.0005126233499935922
odayal # L6 # 0.00012815583749839805
wwjd # L4 # 0.00040747028862478775
jo # L2 # 0.0041139950632059245
rmb # L3 # 0.0003840835765862652
oy # L2 # 0.00044879946144064627
aw # L2 # 0.0011967985638417233
km # L2 # 0.002318797217443339
talyn # L5 # 6.691648822269808e-05
lover # L5 # 0.00040149892933618843
dave # L4 # 0.0018336162988115449
br # L2 # 0.0024683970379235547
taram # L5 # 6.691648822269808e-05
ina # L3 # 0.0009218005838070364
ugar # L4 # 0.00013582342954159593
ones # L4 # 0.00013582342954159593
lilkai # L6 # 0.00012815583749839805
asn # L3 # 7.681671531725304e-05
zqnqz # L5 # 6.691648822269808e-05
jml # L3 # 0.0002304501459517591
gita # L4 # 0.00013582342954159593
board # L5 # 6.691648822269808e-05
remi # L4 # 0.00013582342954159593
dh # L2 # 0.0016455980252823696
cody # L4 # 0.0012903225806451613
nolt # L4 # 6.791171477079796e-05
minx # L4 # 6.791171477079796e-05
smg # L3 # 0.0002304501459517591
hnk # L3 # 7.681671531725304e-05
morgan # L6 # 0.0008970908624887864
mongo # L5 # 6.691648822269808e-05
abby # L4 # 0.0010865874363327674
ib # L2 # 0.000523599371680754
anya # L4 # 0.00027164685908319185
ydna # L4 # 6.791171477079796e-05
bluee # L5 # 6.691648822269808e-05
blueeagle # L9 # 0.0029239766081871343
maquilla # L8 # 0.0004127115146512588
ido # L3 # 0.00015363343063450608
tim # L3 # 0.0011522507297587956
plat # L4 # 6.791171477079796e-05
cja # L3 # 7.681671531725304e-05
cjh # L3 # 0.00015363343063450608
kil # L3 # 0.00030726686126901216
kill # L4 # 0.00027164685908319185
killbil # L7 # 0.0005051780752715333
killbill # L8 # 0.0008254230293025176
otis # L4 # 0.00027164685908319185
sa # L2 # 0.012192385369137557
sankofa # L7 # 0.00025258903763576663
them # L4 # 0.00013582342954159593
ava # L3 # 0.0008449838684897833
avaya # L5 # 6.691648822269808e-05
gizmo # L5 # 0.0007360813704496788
jaltay # L6 # 0.00012815583749839805
locs # L4 # 6.791171477079796e-05
airse # L5 # 6.691648822269808e-05
airsee # L6 # 0.00012815583749839805
kmb # L3 # 0.0004609002919035182
tb # L2 # 0.002094397486723016
komo # L4 # 0.00020373514431239388
komodo # L6 # 0.0002563116749967961
rg # L2 # 0.0019447976662428006
suze # L4 # 6.791171477079796e-05
ltandme # L7 # 0.00025258903763576663
ass # L3 # 0.004532186203717929
co # L2 # 0.003889595332485601
mw # L2 # 0.001570798115042262
segs # L4 # 6.791171477079796e-05
smh # L3 # 0.00015363343063450608
kade # L4 # 0.00013582342954159593
kristajan # L9 # 0.0029239766081871343
kristajansen # L12 # 0.03125
leo # L3 # 0.0016131510216623138
rp # L2 # 0.0013463983843219388
dot # L3 # 0.00030726686126901216
linus # L5 # 0.00013383297644539615
arie # L4 # 0.00040747028862478775
arielle # L7 # 0.00025258903763576663
tv # L2 # 0.0007479991024010772
nv # L2 # 0.0003739995512005386
shan # L4 # 0.0012903225806451613
shann # L5 # 0.0005353319057815846
shannon # L7 # 0.002020712301086133
arch # L4 # 0.0009507640067911715
ala # L3 # 0.0017667844522968198
alaba # L5 # 0.00020074946466809422
alabama # L7 # 0.0007577671129072998
copywtr # L7 # 0.00025258903763576663
ennis # L5 # 0.00013383297644539615
oby # L3 # 0.0004609002919035182
hies # L4 # 0.00013582342954159593
sam # L3 # 0.004762636349669688
kevin # L5 # 0.0012714132762312634
gt # L2 # 0.0011967985638417233
dale # L4 # 0.0007470288624787776
fire # L4 # 0.0008149405772495755
klf # L3 # 0.00015363343063450608
nicole # L6 # 0.002563116749967961
thi # L3 # 7.681671531725304e-05
ark # L3 # 0.0008449838684897833
pk # L2 # 0.0009723988331214003
tony # L4 # 0.001629881154499151
taylor # L6 # 0.0014097142124823785
lizzy # L5 # 0.00020074946466809422
dr # L2 # 0.002917196499364201
dreamer # L7 # 0.0005051780752715333
mkc # L3 # 0.0002304501459517591
jlh # L3 # 0.0004609002919035182
lo # L2 # 0.002318797217443339
ve # L2 # 0.002917196499364201
ophia # L5 # 6.691648822269808e-05
bur # L3 # 0.00015363343063450608
burr # L4 # 6.791171477079796e-05
eremy # L5 # 0.00013383297644539615
jnanukem # L8 # 0.0004127115146512588
trunks # L6 # 0.0002563116749967961
robert # L6 # 0.002178649237472767
rr # L2 # 0.0018699977560026927
michaud # L7 # 0.00025258903763576663
fckc # L4 # 6.791171477079796e-05
deb # L3 # 0.0009218005838070364
dancer # L6 # 0.0008970908624887864
edna # L4 # 0.00033955857385398983
hc # L2 # 0.0006731991921609694
hcc # L3 # 7.681671531725304e-05
parrot # L6 # 0.00012815583749839805
sb # L2 # 0.002917196499364201
bird # L4 # 0.00020373514431239388
rl # L2 # 0.0011219986536016157
dreyf # L5 # 0.00013383297644539615
jau # L3 # 0.00015363343063450608
pepperdog # L9 # 0.0029239766081871343
allthajaz # L9 # 0.0029239766081871343
kyle # L4 # 0.0010186757215619694
nadia # L5 # 0.0002676659528907923
food # L4 # 0.00020373514431239388
mole # L4 # 6.791171477079796e-05
ldjh # L4 # 6.791171477079796e-05
sgb # L3 # 7.681671531725304e-05
wchs # L4 # 0.00013582342954159593
joe # L3 # 0.0031494853280073743
kelly # L5 # 0.0010706638115631692
cas # L3 # 0.0009986172991242894
cass # L4 # 0.00020373514431239388
al # L2 # 0.005011593986087217
ehab # L4 # 6.791171477079796e-05
gre # L3 # 0.0003840835765862652
gregthe # L7 # 0.00025258903763576663
jobs # L4 # 0.0005432937181663837
arm # L3 # 0.0003840835765862652
mazda # L5 # 0.00013383297644539615
peterbormantdx # L14 # 0.14285714285714285
cb # L2 # 0.0030667963198444162
ihwls # L5 # 6.691648822269808e-05
sci # L3 # 0.0002304501459517591
fvp # L3 # 7.681671531725304e-05
vg # L2 # 0.00044879946144064627
paper # L5 # 0.00020074946466809422
jws # L3 # 0.00015363343063450608
acpas # L5 # 0.00013383297644539615
acpass # L6 # 0.0002563116749967961
bd # L2 # 0.0032163961403246315
gabe # L4 # 0.00020373514431239388
wren # L4 # 0.00013582342954159593
doug # L4 # 0.0010186757215619694
ssao # L4 # 6.791171477079796e-05
aiden # L5 # 0.0006691648822269807
ccsc # L4 # 0.00020373514431239388
blu # L3 # 7.681671531725304e-05
dg # L2 # 0.0016455980252823696
vixd # L4 # 6.791171477079796e-05
trav # L4 # 0.00020373514431239388
msda # L4 # 6.791171477079796e-05
bjt # L3 # 7.681671531725304e-05
fox # L3 # 0.00015363343063450608
rwm # L3 # 7.681671531725304e-05
jim # L3 # 0.0012290674450760486
gfb # L3 # 7.681671531725304e-05
gail # L4 # 0.0005432937181663837
jcw # L3 # 0.0002304501459517591
fmn # L3 # 7.681671531725304e-05
how # L3 # 0.00015363343063450608
pt # L2 # 0.001047198743361508
mlw # L3 # 7.681671531725304e-05
head # L4 # 0.00013582342954159593
te # L2 # 0.0019447976662428006
tere # L4 # 6.791171477079796e-05
dude # L4 # 0.0009507640067911715
jpt # L3 # 0.00015363343063450608
apple # L5 # 0.0006691648822269807
lynne # L5 # 0.0002676659528907923
lynnette # L8 # 0.0008254230293025176
fyf # L3 # 0.00015363343063450608
dkhs # L4 # 6.791171477079796e-05
frio # L4 # 0.00013582342954159593
mlp # L3 # 7.681671531725304e-05
clps # L4 # 6.791171477079796e-05
nr # L2 # 0.0006731991921609694
dec # L3 # 0.0054539867875249655
ivier # L5 # 6.691648822269808e-05
fl # L2 # 0.001795197845762585
jn # L2 # 0.0013463983843219388
sat # L3 # 7.681671531725304e-05
clown # L5 # 6.691648822269808e-05
enny # L4 # 0.00027164685908319185
pilsung # L7 # 0.00025258903763576663
